App Name,App Id,Category,Rating,Rating Count,Installs,Minimum Installs,Maximum Installs,Free,Price,Currency,Size,Minimum Android,Developer Id,Developer Website,Developer Email,Released,Last Updated,Content Rating,Privacy Policy,Ad Supported,In App Purchases,Editors Choice,Scraped Time,Description,Reviews,Learning_category,Age_range
Logic Puzzle & Memory Games for Brain Training,de.softan.brainstorm,Educational,4.6,103130.0,"5,000,000+",5000000.0,9240185,True,0.0,USD,Varies with device,Varies with device,BrainSoft Apps,http://brainsoft-apps.com/,alexanderkrupenkov@gmail.com,"Sep 21, 2014","May 22, 2021",Everyone,http://brainsoft-apps.com/?page_id=1349,True,True,False,2021-06-16 06:48:55,"Increase your brainpower and compete against players from around the world! 🧠 💪
Quick Brain is a brain training program designed to improve attention, memory, speaking skills, processing speed, math skills, and more!

Free Math Games for adults and children suitable for every age group from school kids 👶 to adults and even elderly people🙋‍♂️👵. Practice different mental skills and get smarter with our brain puzzles and adding games for brain exercise.

This Brain teaser is an interesting brain simulator. And consists of different mind improvement and stimulating mini games. Inside are collected following problem solving games:

- Multiplication table
- Training game with flexible settings for math learning: (✖️ Multiplication, ➕ Addition, ➖ Subtraction or ➗ Division), choose the difficulty, timer, type of the game and solve problems, maths equations.
- 2048 is a puzzle with many sizes, 4x4, 5x5, 6x6, 7x7, 8x8 and speed level.
- True / False mathematical quiz.
- Math Balance - problem solving mind workout.
- Schulte table - fit brains trainer strengthening your brain abilities.
- Power memory - will help you develop essential memory and focus.

<b>The main advantages of the mind games:</b>
✔️ Fast development of memory and attention for children and adults
✔️ Efficient training of the brain
✔️ Solving math test and equation don't take much time
✔️ Fun games are available offline
✔️ The training doesn't spend much time
✔️ Mental stimulation

The application will be useful for everyone who loves lumosity, peak, elevate or other brain-training games.
- Students and kids - to master the basic math and arithmetic, learn the multiplication table.
- Adults who want to keep their mind and brain in good shape

Develop your intellectual facilities by solving various mathematical questions as quickly as possible. Limited amount of time for answering only stimulates your brain to work faster, better and more efficiently.

📕 Brain Teasers do not require special knowledge so everyone can booster their brain function and become the king of math.

In Quick Brain your main target is to reach the highest number possible within the time limit, sometimes it's hard, all while dealing with the high difficulty and all the other challenges.

<b>What is the «Quick Brain» trainer?</b>
⭕️ Your personal trainer in building foundational math skills;
⭕️ Mathematics game (Multiply, Plus, Minus, Divide games
⭕️ Educational Puzzle;
⭕️ 2048 puzzle game;
⭕️ Concentration Trainer;
⭕️ Knowledge refresher;

Boost up your IQ with easy game «Quick Brain»!

- We added the classic 2048 puzzle - addictive and a very simple number puzzle game. You join the numbers and get to the 2048 tile!

We on Facebook: https://www.facebook.com/OfficialQuickBrain/

Welcome to Quick Brain, the brain workout game where you get the power of math in your hands.

Download that app for FREE now!",30476,sport,adults
Princess Salon: Frozen Party,com.libii.frozenparty,Educational,4.0,101695.0,"10,000,000+",10000000.0,30199936,True,0.0,USD,79M,4.4 and up,Libii,http://libii.com,wecare@libii.com,"Feb 8, 2016","Jan 12, 2021",Everyone,http://libiitech.com/?page_id=746,True,True,False,2021-06-16 06:59:03,"Hey~ Welcome to this frozen kingdom! Here's an invitation from the noble princess, why not open it now?

Time travel? A new world? This just happened to Aria, and she was taken to the Middle Ages from the 21st century by a mysterious force. After a bit uncertainty at first, she became so excited because this was just the land she had longed to be. After having many adventures there, she finally came to an old castle, which looked so grand and stunning and took her breath away. She opened all the doors in the castle until... What would happen to our Aria, would she have a wonderful and unforgettable experience? Join us and find it out by yourself.

How to Play:
Open the game, and click PLAY to start. Hurrah~ Now you are the lucky girl Aria. You've traveled all the way through, and finally come to this mysterious castle. Who would you like to meet the most? We guess it's the princess, right? There she is, and she invites you to a party. Before that, you'd better do a spa first, try the spa items of this age and you'll be absolutely surprised. Then, as you dressed differently before, try on the classic and noble clothes and accessories, and you'll be the focus of the party. Woo-hoo~ The party has started, you can talk to any of the guests, and then follow the tips to get some mystery gifts. Satisfied, huh? But this is not all about this travel, as snowman is also a must in this frozen land. You can choose what you want from dozens of decorations to make your snowman unique. Sweetie, this fantastic travel is just for you, come and get it now!

Features:
- Immerse yourself in the dreamy castle
- Keep the touching moments with fine frames
- Meet the nobility at the royal palace
- Decorate your funny and unique snowman
- Get extra joy out of a bundle of surprises

About Libii Game:
With over 300 million downloads and growing, Libii is committed to creating innovative games for kids. We'll keep working on establishing a good relationship with both parents and their children and bringing a healthy, happy atmosphere for them.
Visit us: http://www.libii.com/
Like us: http://www.facebook.com/LibiiGame
Contact us:
Got any ideas? Suggestions? Need technical support? Please feel free to contact us 24/7 at WeCare@libii.com

Need You Know:
This app is totally free to download and play, some basic items are also free to use, but some additional items need you to purchase and pay to unlock. Therefore, if you do not want to use these items, please turn off the in-app purchase in your settings. Thanks.",38102,science,children
MentalUP - Learning Games & Brain Games,com.ayasis.mentalup,Educational,4.7,103047.0,"5,000,000+",5000000.0,5246955,True,0.0,USD,132M,5.0 and up,Ayasis,https://www.mentalup.co,info@mentalup.net,"Apr 5, 2017","May 12, 2021",Everyone,https://www.mentalup.co/privacy-policy,False,True,False,2021-06-16 07:14:34,"Kids want to play! <b>🎮 MentalUP Educational Learning Games</b> bring joy and online learning experience just into your devices 📲 

🥇 #1 EDUCATIONAL GAMES APP <b>RECOMMENDED BY TEACHERS</b>👨‍🏫👩‍🏫

Develop your child’s cognitive skills and intelligence with brain teaser games! 🕹

<h1>LEARNING GAMES FOR KIDS, TODDLERS, KINDERGARTNERS AND PRESCHOOLERS!</h1>
MentalUP – Educational Brain Games offers <b>scientific learning games for kids</b> in a fun way. It has been developed by academicians and scientists who help children boost their brainpower using brain puzzle games.

<h2><b>WORK, PLAY, AND LEARN WITH EDUCATIONAL GAMES</b></h2>
Join the world's best brain exercises app for kids with <b>100+ brain exercises</b> that challenge 5 core cognitive learning skills. It takes <b>just 20 minutes a day</b> to increase your child’s skills with MentalUP’s mind games! ⏰ 💪

<h2><b>ADVANTAGES OF BRAIN GAMES FOR KIDS</b></h2>
Regularly solving MentalUP Riddles & Brain Teasers will:
✔ Improve <b>attention</b>
✔ Strengthen <b>focus</b> and <b>concentration</b>
✔ Improve <b>memory</b> and <b>learning ability</b>
✔ Build up <b>visual</b> and <b>linguistic skills</b>
✔ Improve <b>arithmetic skills</b> with <b>math games</b>
✔ Develop <b>problem-solving</b> and <b>logic skills</b>

MentalUP Educational Games for Kids helps to increase your child’s intelligence and maximise their cognitive skills performance. 🚀

<h2><b>SUPPORT YOUR CHILDREN'S LEARNING JOURNEY</b></h2>
MentalUP provides a trusted and <b>age-appropriate learning program</b> that can complement any lesson plan.
Children can learn with brain training exercises, logic puzzles, logic problems, thinking games, memory and math games <b>independently.</b> 🧩

<h2><b>HELP YOUR CHILD PRACTICE, PLAY, AND PREPARE!</b></h2>
It is easy to practice, play and get ready for next grade level with MentalUP. Because all of the brain training and attention exercises are designed in the form of games.

<h2><b>ONE ACCOUNT FOR THE WHOLE FAMILY!</b></h2>
MentalUP support family plan which lets you and 2 kids train, track and grow together! 🥳  It doesn’t matter which grade they are, one account will be okay for the whole family! Learning has never been this fun and educational for children <b>1st grade through 6th grade</b> levels! 🎒🥳 1st Grade, 2nd Grade, 3rd Grade, 4th Grade, 5th Grade, 6th Grade Learning games are waiting for you in MentalUP.

They’re not just for kids, even adults can benefit from those brain games for adults!

<h2><b>RELAX, PLAY, AND HAVE FUN</b></h2>
Unlike the other educational apps for kids, there is no need for detailed customization settings which takes a long time 🎚Just download and ready to go! ✔️

MentalUP has educational games for 2 year olds, 3 year olds, 4 year olds, 5 year olds, 6 year olds and even for adults!

🏆 This is why over the 5.5 million families and teachers chose it from among 1000's of learning apps. 

As well as high-quality brain training games, MentalUP helps children to develop their skills and contribute to their academic education success.

<h2><b>KEY FEATURES OF MENTALUP CHILDREN GAMES</b></h2>
🎮 Scientific & Educational Games for 1st Grader, 2nd Grader, 3th Grader, 4th Grader: Brain test for your child with 100+ brain puzzle developed by scientists and game designers.

💪 Daily Workouts: 20-minute daily workout to fulfil your child’s learning needs. Play logic games, memory match games, learning math games, logic grid puzzles, and many more!

📊 Performance Reports: Track your child’s development and compare their performance with their peers.

<h2><b>EDUCATIONAL MATH GAMES</b></h2>
Give your child a head start for more with MentalUP Math Games! Our fun math games cover subjects from addition, fractions, and multiplication to measurement. For 1st to 6th grade math learning games, you’ll have all that you need for math practice. 🎉

<h2><b>CONTACT</b></h2>
Visit us - mentalup.co
Contact us - support@mentalup.co",51757,sport,children
Baby Panda's School Bus - Let's Drive!,com.sinyee.babybus.taxi,Educational,4.3,158295.0,"50,000,000+",50000000.0,54558207,True,0.0,USD,99M,4.2 and up,BabyBus,http://www.babybus.com,ser@babybus.com,"Jan 3, 2018","May 27, 2021",Everyone,http://en.babybus.com/index/privacyPolicy.shtml,True,True,False,2021-06-16 07:14:42,"A super fun driving game for youngsters!  Join Baby Panda’s School Bus :

【Be a Cool Driver】 Drive the bus down Cherry Blossom Road and over Rainbow Bridge. Beep beep!
【It’s Class Time】 Are you ready for kindergarten? Go shopping for school supplies, get a health check-up and more! 
【Fun Learning Environment】 Toys, tea-parties, and friends! Learning’s never been so fun!
【Traffic Safety Tips】 Saftey first when you’re driving the school bus!

Descriptions of Amazing BabyBus:
1. Drive the School Bus and pick up all your friends!
2. Remember to fasten the seat belt!
3. Let’s go shopping for all the things you’ll need at school! Blankets, school bags, pencil boxes and more for kindergarten!
4. Check out the school’s photo studio! A lot of beautiful clothes to dress up. Let’s enjoy the costume party!
5. Drive the School Bus to the hospital to get a health check-up: measure the height, weight, hearing, heartbeat and more!
6. in the classroom play with toys, eat snacks and enjoy kindergarten life!

Features of Drive Amazing Baby Panda’s School Bus:
1. Virtual Driving lets children enjoy the fun experience of driving a school bus.
2. An educational app which prepares for preschool children.
3. Game helps kids to simulate going to school in a fun and exciting way.
4. Learn and explore.

About BabyBus
—————
At BabyBus, we dedicate ourselves to sparking kids' creativity, imagination and curiosity,and designing our products through the kids' perspective to help them explore the world on their own.

Now BabyBus offers a wide variety of products, videos and other educational content for over 400 million fans from ages 0-8 around the world! We have released over 200 children's educational apps, over 2500 episodes of nursery rhymes and animations of various themes spanning the Health, Language, Society, Science, Art and other fields.

—————
Contact us: ser@babybus.com
Visit us: http://www.babybus.com",99181,counting,children
Supermarket: Shopping Games for Kids,com.kidgame.supermarket,Educational,4.2,133607.0,"10,000,000+",10000000.0,49124043,True,0.0,USD,55M,4.4 and up,Hippo Kids Games,http://psvgamestudio.com,report.psv@gmail.com,"Nov 18, 2015","May 31, 2021",Everyone,https://policy.psvgamestudio.com/privacy_policy_hippo_kids_games.html,True,True,False,2021-06-16 07:39:02,"Kids supermarket is funny games for kids with educational elements. Mommy makes a list of the goods that you need to buy in the supermarket. Daddy, Hippo and her brother have taken a trolley and gone to the supermarket to find all products that Mommy has added to the shopping list. At the top of the screen there a list of goods you must find. Help Hippo to find all the products which are in the list. Look attentive at the shop shelves and when you see a product from the list, just put it to the trolley. Do not forget to look for the Daddy and little brother, they always try to throw in the basket something extra.

Then Hippo with her daddy and little brother go to the cashier and pay for the goods. Afterall you will meet Mommy, who will check the shopping list and all you have bought.  And do not buy anything extra. Collect all 5 stars and Mommy will be happy!

The kids supermarket sells a variety of products that are familiar for kids: fruits, vegetables, clothes, shoes, garden tools, etc. Baby will be happy to search for products and fill the trolley. 

- Funny game for kids and all family
- Learn while you play
- Colorful pictures
- Supermarket with many different products
- Search for items
- Learn to count money
- Educational games for kids

Have fun and enjoy new Supermarket game for kids!

Visit us:
Website: http://psvgamestudio.com
Facebook: https://www.facebook.com/PSVStudioOfficial
Twitter: https://twitter.com/Studio_PSV
Youtube: https://www.youtube.com/channel/UCwiwio_7ADWv_HmpJIruKwg
E-mail: babygamepub@gmail.com",59196,counting,children
Bini Super ABC! Preschool Learning Games for Kids!,com.binibambini.abc,Educational,4.5,91340.0,"10,000,000+",10000000.0,27319942,True,0.0,USD,82M,5.0 and up,Bini Bambini,http://teachdraw.com,feedback@binibambini.com,"Dec 8, 2017","Jun 15, 2021",Everyone,https://binibambini.com/privacy-policy/,True,True,False,2021-06-16 07:55:49,"<b>Bini Super ABC for kids is where your child can play letter games for kids and learning games for toddlers to learn letters. Let’s get this alphabet game started!</b>

Alphabet games like those in the Bini super ABC app with super baby letters help your child get familiar with the alphabetical order, as well as the letters and sounds themselves. Learning games for kindergarten prep and learning games for kids 3 years free young eager minds from the dullness of repetition by giving them amusing lessons with our super baby letters. Not only that but expert-designed <font color=""”red”"">educational games for kids</font> and preschool games free up your time as well by keeping your kid busy.

Our super letters will guide you through loads of super abc games for kids freely and joyfully, teaching letters and sounds with letters learning games for kids. Our amazing alphabet app features:

🖍️Super cool characters for preschool learning alphabet fun!
📚Baby educational games for kids that make education entertaining!
🏫Funny animations of letters and numbers in our abc for kids games!
🚌Hilarious sound effects of the abc preschool alphabet!
🎒A large variety of activities to learn letters!
👨‍🏫Amazing music to go along with our letters learning games for kids!
👩‍🏫User-friendly interface to improve the how-to-learn alphabet game!
📏Parental controls
🍎No third-party ads

Please note: only part of the content in the screenshots is available in the free version of the app. To gain full access, an in-app purchase is required.

Learning letters, alphabet sounds and abc phonics isn’t a snooze in our abc kids educational games. Preschool apps full of fun preschool games turn letters and sounds into a brilliant letters game that is not only fun but one of the best learning games for toddlers.

Here are some of the activities:
Letter Bubble Pop – Pop the right letter bubbles to fill the paint bucket!
Letter Boxes – Catch the letters you need to spell the word on the boxes and assemble the boxes’ contents!
Super Letter Writing – Write and animate super letters with magic paint!
And more!

Bini Bambini
Our goal is to create engaging educational apps for children to help them learn the fun way and have them ready and confident at school. Our team of 160+ early education experts, designers, artists, animators, and developers.

If you need help or have questions, feel free to get in touch at feedback@binibambini.com.
https://binibambini.com/
https://binibambini.com/privacy-policy/
https://www.youtube.com/channel/UCzNqervZjsZCgNaWLMwlOSA/",38129,music,children
Baby Panda's Supermarket,com.sinyee.babybus.shopping,Educational,4.3,302041.0,"100,000,000+",100000000.0,108975090,True,0.0,USD,75M,4.4 and up,BabyBus,http://www.babybus.com,ser@babybus.com,"Feb 19, 2016","May 14, 2021",Everyone,http://en.babybus.com/index/privacyPolicy.shtml,True,True,False,2021-06-16 08:02:18,"The popular Baby Panda's Supermarket has been updated! All hot items are available for you to shop! There are also fun DIY and role-playing events. Please come and enjoy! 

SHOPPING AT THE SUPERMARKET
Fruits , vegetables, drinks, toys, clothing...There are all kinds of items available at the supermarket. What would you like to buy? Check out your shopping list. Pick two watermelons, a toy dinosaur, and finally a gorgeous outfit. We have finished shopping! 

FUN DIY
Don't miss the DIY event at the supermarket! Strawberry cake, cucumber burger, sausage sandwich...You can cook whatever popular gourmet food you like. Steak, tomato...There are 12 ingredients for you to mix and match, and come up with more delicious flavors! 

ROLE PLAYING
Besides, you can also act as a cashier, learn how to weigh and scan. How much do the customers have to pay? Cash, scanning QR Code, or bank card. Choose a method and help him (her) complete the payment! 

Can't wait to go to the supermarket? Come visit us and have a wonderful shopping time! 

FEATURES: 
- Get to know 39 kinds of gourmet food, including juice, steak, hamburger, cake, sandwich, and tomato. 
- 14 kinds of cute toys for you to choose from: Toy dinosaur, toy car, music box and more. 
- Fun interactions: Fishing, applying makeup, drawing Easter eggs, and role playing.
- There are 12 kinds of decorations for you to choose from: Cake box, bow tie and more. 
- The supermarket will change its decorations according to the holiday schedule.

About BabyBus
—————
At BabyBus, we dedicate ourselves to sparking kids' creativity, imagination and curiosity,and designing our products through the kids' perspective to help them explore the world on their own.

Now BabyBus offers a wide variety of products, videos and other educational content for over 400 million fans from ages 0-8 around the world! We have released over 200 children's educational apps, over 2500 episodes of nursery rhymes and animations of various themes spanning the Health, Language, Society, Science, Art and other fields.

—————
Contact us: ser@babybus.com
Visit us: http://www.babybus.com",152588,counting,babies
My Town: Preschool Game - Learn & Fun at School,mytown.preschool.free,Educational,4.2,51860.0,"10,000,000+",10000000.0,14377769,True,0.0,USD,49M,4.4 and up,My Town Games Ltd,http://www.my-town.com,info@my-town.com,"Sep 22, 2020","May 28, 2021",Everyone,https://my-town.com/privacy-policy/,True,True,False,2021-06-16 08:47:31,"A school game specifically made for kids in preschool & kindergarten to learn and foster creativity

Grab your backpack, it’s time for Preschool! This My Town doll house game offers the full preschool and school experience for children to learn, experience adventures and let their imagination run free. There are hours of fun ahead, whether you want to learn, play games or create your very own stories about life at school. This preschool game offers 8 unique locations for kids to explore. You can dress up the children before they get to school, take care of them when they get hurt at the playground and make lunch in the canteen.

My Town Preschool is an educational game suited for kids aged 4 to 12. The 8 unique locations in this digital doll house let your child learn and create amazing stories about life at school with endless opportunities to dress up, a variety of playground games and of course lunch breaks. This educational preschool experience is safe to play for kids.

My Town: Preschool Game Features:
*8 fun preschool locations including a learning room, bathroom, nurse’s office, nap room, cafeteria and more!
*NEW extra special feature! We’ve added EMOTIONS to all the characters, so now you can make each character laugh, cry, smile…they can mimic how YOU are feeling!
*Brand new characters including preschool teachers, different kids and their parents.
*New clothing designed for each season to dress up your characters.

Recommended Age Group
Kids 4-12: My Town games are safe to play even when parents are out of the room. Experience preschool alone or together with friends or family.

About My Town
The My Town Games studio designs digital doll house games that promote creativity and open ended play for your children all over the world. Loved by children and parents alike, My Town games introduce environments and experiences for hours of imaginative play. The company has offices in Israel, Spain, Romania and the Philippines. For more information, please visit www.my-town.com",29220,science,children
Halloween Makeup Me,com.libiitech.halloweenmakeup,Educational,4.2,56172.0,"5,000,000+",5000000.0,5626079,True,0.0,USD,57M,4.4 and up,Libii,http://libii.com,wecare@libii.com,"Oct 13, 2014","Mar 24, 2021",Everyone,http://libiitech.com/?page_id=746,True,True,False,2021-06-16 09:26:36,"It's gorgeous! It's ghostly! HERE COMES THE TREAT OR TRICK TIME AGAIN! My girls, welcome to ""Make-Up Me: Halloween"" to start a marvelous journey.

Come and give your girl an incomparable beauty. Here, countless festival themes are offered on purpose, such as beautiful monsters, lovely witches and bloody vampires. Hurry to show us your sense of unique style! 

After completing your great creative work, it will be a brilliant idea to take photos. No matter you share your happiness of success with friends, or send your pictures to us, you can't miss the contest ""Best Makeup Designs of the Week""!

Come on! Time waits for no one! Enjoy yourself with the scary fun!

How to play
Choose a beautiful skin tone for your girl to start off, then use the tinted BB cream on her face and neck. If you are tired of having a dull hair color, we'd like to give you our bran-new hair highlighting, which will absolutely lighten the young lady with bright and vivid colors. By clicking the hair dye, you can also add some bold, warm highlights, even 2 or 3 colors can be used at the same time. For example, try to mix pale pink with a brighter fuchsia or copper reds in dark brunette hair, you can have so much fun here. And you will definitely be amazed by the Halloween-themed cosmetics, these eye shadows, mascaras and lipsticks will help your little girl to achieve a magical look. Of course, surprise will never end, drawing tattoos and adding accessories like rhinestones and earrings are also essential for your monster girl to make difference. Now it's time to check out which awesome spooky girl will win her designer the first prize! 

Features:
- Hair highlighting brings out most attractive shades for your hair
- Various peculiarly tattoos are free to choose
- Hundreds of Halloween-themed makeover are available
- You can have countless magnificent style for crazy ghostly night
- You are very welcome to challenge the Best Makeup Designs of the Week

About Libii Game:
With over 200 million downloads and growing, Libii is committed to creating innovative games for girls. We'll keep working on establishing a good relationship with both parents and their children and bringing a healthy, happy atmosphere for them.
Visit us: http://www.libii.com/
Like us: http://www.facebook.com/LibiiGame
Contact us:
Got any ideas? Suggestions? Need technical support? Please feel free to contact us 24/7 at WeCare@libii.com

Need You Know:
This app is totally free to download and play, some basic items are also free to use, but some additional items need you to purchase and pay to unlock. Therefore, if you do not want to use these items, please turn off the in-app purchase in your settings. Thanks.",18723,counting,children
ABC Kids - Tracing & Phonics,com.rvappstudios.abc_kids_toddler_tracing_phonics,Educational,4.3,63013.0,"10,000,000+",10000000.0,32232188,True,0.0,USD,35M,4.4 and up,RV AppStudios,http://www.rvappstudios.com,app_support@rvappstudios.com,"Mar 3, 2016","Jun 03, 2021",Everyone,http://www.rvappstudios.com/privacy_policy_ABC.php,False,False,False,2021-06-16 10:02:13,"Looking for a fun, free, and simple educational app to help your toddler learn phonics and trace letters of the alphabet? Look no further than ABC Kids.

ABC Kids is a free phonics and alphabet teaching app that makes learning fun for children, from toddlers all the way to preschoolers and kindergartners. It features a series of tracing games to help kids recognize letter shapes, associate them with phonic sounds, and put their alphabet knowledge to use in fun matching exercises. Any toddler, kindergartener or preschool age child can learn English and the English alphabet simply by following the arrows with their finger. They can even collect stickers and toys as they complete tracing games!

ABC Kids is more than just a kid-friendly educational app, it was designed with adult participation in mind, too. The interface keeps toddlers focused on alphabet reading and writing, tucking menu commands away from moving fingers. Adults can easily access settings to engage Teacher Mode, look at report cards, or toggle tracing and phonics games to better facilitate learning.

Best of all, ABC Kids is full-featured and free from in-app purchases and third party advertisements. Toddlers and adults can enjoy learning together without interruption.

Features:
- A colorful early education app that helps children learn the English alphabet.
- Includes ABC tracing games, phonics pairing, letter matching, and more.
- Uppercase and lowercase letters to trace, listen to, and match.
- Smart interface helps kids focus on phonics and letters without accidentally exiting the game.
- No third party ads, no in-app purchases, no tricks. Just pure educational fun!

Note to Parents:
When creating ABC Kids, we wanted to build the best experience possible for both adults and for children. We're parents ourselves, and we know how paywalls, in-app purchases, and intrusive third party advertisements can detract from the learning experience. With ABC Kids, we put the features of a paid app into a preschool friendly package, leaving out frustrating pop-ups and microtransactions. The end result is exactly the educational experience we want for our children. We think you and your family will enjoy it, too!

- Best wishes from the parents at RV AppStudios",19604,language,children
Trip to the zoo for kids,com.kidsgamesprojects.zooforkids,Educational,4.6,62561.0,"5,000,000+",5000000.0,7308618,True,0.0,USD,42M,4.1 and up,Kids Games Projects,http://kidsgamesprojects.com,kidsgamesprojects@gmail.com,"Jan 29, 2015","Nov 03, 2020",Everyone,http://kidsgamesprojects.com/,True,False,False,2021-06-16 10:15:04,"Your child’s intellect needs stimulation from the very beginning of life. Educational toys and aids that allow our little ones to fully utilize their natural desire to learn. When our children grow up and begin discovering the interesting world around them, it’s our job to help. We believe that this application will be very helpful.

The application called ""Trip to the zoo for kids"" presents various animals in a zoo. The game introduces various animals to the child (e.g. elephants, turtles, birds, dolphins and many others). The child leans what the animals eat, and how to fix a broken fence or tractor. This knowledge is acquired by performing actions in the right order, such as unscrewing a tractor wheel or washing and feeding animals.

The application has been designed to teach cause and effect. It stimulates the child’s senses through pictures, sounds and touch. 

The application is intended for children 3 to 5 years old. My child is 3 years old and absolutely loves it. I made this application as a parent, so my child could learn about the world on those cloudy days when it’s not so easy to just go for a walk.

I plan to expand the application, so I would love to hear your suggestions and advice. 

I WOULD ALSO INVITE YOU TO RATE THE APPLICATION. If there is a lot of interest, then we will definitely make new scenes.

If you spot any errors please contact me by email!
I hope you and your beloved children have fun using the app!",16248,science,children
"Fairy Tales ~ Children’s Books, Stories and Games",com.amayasoft.bookstorem4.en,Educational,4.5,51242.0,"1,000,000+",1000000.0,3013544,True,0.0,USD,64M,4.1 and up,Amaya Kids Play & Learn Ltd,http://www.amayakids.com,info@amayasoft.com,"Dec 5, 2014","Jan 14, 2021",Everyone,http://www.amayakids.com/privacy.html,False,True,False,2021-06-16 10:49:48,"“Fairy Tales” is a kid reading app with interactive mini games and fairy tales for children which makes reading more fun and entertaining!

“Fairy Tales” is a marvelous collection of story books for kids that includes such bedtime stories for kids as:

- Puss in Boots - for FREE
- The Beauty and the Beast
- Cinderella
- Sleeping Beauty
- The Three Little Pigs
- The Snow Queen
- Little Red Riding Hood
- The Princess and the Pea
- Gingerbread man
- Goldilocks and the three bears
- The Tinderbox
- Ugly Duckling
- Rumpelstiltskin
- The Three Spinners
- The Wolf and seven little kids
- The Enormous Turnip
- Mother Snow
- Aesop's Fables
- Norton's New House by Arpad Olbey
- The Realm of Sweet Dreams by Asa Guves

Collect DAILY BONUS to open interactive books and read kids stories for FREE! Let your kids library grow with interactive books and stories for kids!

FEATURES:
- “Read to Me,” “Read it Myself” modes
- Interactive scenes with fully narrated and animated characters
- Offline reading - download a book once and read it anytime, anywhere. These reading chapter books for kids are useful for long trips, doctor's appointments and restaurants
- Designed for children interface
- Lots of games for kids under 5 years
- Safe and kid-friendly - protection from unintentional purchases

Read books and play educational games with your favorite characters! Best for toddlers and preschoolers.

The professional narrator will read along bedtime stories. It makes a daily go-to-sleep ritual easier!

Each fairy tale contains pop-up games to make reading books more entertaining and educative. Find following learning games for kids in these storybooks: labyrinth, cards matching, jigsaw puzzles, hidden objects.

This app is a great collection of the high-quality short story for kids with childrens stories and learning games for toddlers and preschoolers.

Magic moments with vivid illustrations, professional voice narration, interactive activities, amazing animations, colorful pictures and beloved fairytales will delight kids and parents.
Feel the magic of a kids story by the perfect storytelling!

Best preschool learning app with interactive educational books for prepare boys and girls for kindergarten and first grade.

Your feedback is important to us. Please SHARE YOUR REVIEW below! 
For any technical issues, please email us at info@amayasoft.com",26093,language,children
Little Panda's Candy Shop,com.sinyee.babybus.candy,Educational,4.3,69454.0,"10,000,000+",10000000.0,12106363,True,0.0,USD,81M,4.4 and up,BabyBus,http://www.babybus.com,ser@babybus.com,"Dec 10, 2015","May 31, 2021",Everyone,http://en.babybus.com/index/privacyPolicy.shtml,True,True,False,2021-06-16 11:02:10,"Kiki, the little panda, is back! With a new educational game full of candies, lollipops,
animals and colors, Babybus wants you to learn while having fun!

3D CANDY FACTORY:

Welcome to the sweetest Candy Factory ever! Get ready to join our little Panda, help him and become a great chef! Learn to use the grinder, the pestle and mortar... Kiki has a lot of tools! You can choose the ingredients you want to use, pick your favorite flavors and learn to make candies!  

Are you ready? There are more than twenty ingredients and flavors to choose! 

Sugar
Lemon
Gelatin
Egg White
Pineapple
Strawberry
Blueberry
Apple
Peach
Banana
Grape
Orange
Kiwi
Watermelon
Cola Powder
Coffee Powder
Mint Powder
Milk Powder
Almonds
Walnuts
Peanuts
Pistachios
Cashew nuts

Here, you are the master! Work hard and come up with your own candies! Add flavors to make the color of the syrup change! Be original! Be creative! Have fun!

3D CANDY SHOP:

And finally... the candies are ready! Now it is time to sell them! Watch your little friends’ reactions to improve your candies and lollipops and remember: Everyone has different tastes! 

About BabyBus
—————
At BabyBus, we dedicate ourselves to sparking kids' creativity, imagination and curiosity,and designing our products through the kids' perspective to help them explore the world on their own.

Now BabyBus offers a wide variety of products, videos and other educational content for over 400 million fans from ages 0-8 around the world! We have released over 200 children's educational apps, over 2500 episodes of nursery rhymes and animations of various themes spanning the Health, Language, Society, Science, Art and other fields.

—————
Contact us: ser@babybus.com
Visit us: http://www.babybus.com",31875,counting,babies
